work_id,Work category,State_x,Constituency_x,Sanction Amount ( ₹ ),Fund Disbursed Amount ( ₹ ),expenditure_ratio,duration_days,sanction_delay_days,payment_count,vendor_count,cost_vs_category_avg,risk_score,final_risk_category,alert_type,risk_reasons
WS/MP18021/2025-2026/214950,Normal/Others,Assam,DHUBRI,500000.0,500000.0,1.0,69.0,64,1.0,1.0,0.9556131214128972,16.666666666666664,Low Risk,Normal,High Expenditure; 
WS/MP18238/2025-2026/214951,Normal/Others,Uttar Pradesh,SALEMPUR,700000.0,524573.0,0.74939,300.0,123,1.0,1.0,1.337858369978056,33.33333333333333,Medium Risk,Normal,Long Duration; Late First Payment; 
WS/MP18239/2025-2026/214952,Normal/Others,Uttar Pradesh,SAMBHAL,891000.0,889967.0,0.9988406285072952,341.0,55,2.0,1.0,1.7029025823577828,50.0,High Risk,Rule-Based High Risk,Long Duration; High Expenditure; Late First Payment; 
WS/MP18238/2025-2026/214953,Normal/Others,Uttar Pradesh,SALEMPUR,699835.0,699835.0,1.0,257.0,123,2.0,1.0,1.3375430176479899,33.33333333333333,Medium Risk,Normal,High Expenditure; Late First Payment; 
WS/MP18238/2025-2026/214954,Normal/Others,Uttar Pradesh,SALEMPUR,800000.0,505490.0,0.6318625,210.0,213,1.0,1.0,1.5289809942606354,33.33333333333333,Medium Risk,Normal,Long Sanction Delay; Late First Payment; 
WS/MP18320/2025-2026/214969,Trust and Society,Gujarat,BANASKANTHA,500000.0,0.0,0.0,198.0,227,0.0,0.0,0.5110023525113154,16.666666666666664,Low Risk,Normal,Long Sanction Delay; 
WS/MP417/2025-2026/214985,Normal/Others,Bihar,NALANDA,376675.0,376675.0,1.0,247.0,148,1.0,1.0,0.7199111450164061,50.0,High Risk,Rule-Based High Risk,Long Sanction Delay; High Expenditure; Late First Payment; 
WS/MP417/2026-2027/214986,Normal/Others,Bihar,NALANDA,187705.0,187705.0,1.0,35.0,360,1.0,1.0,0.3587467219096157,33.33333333333333,Medium Risk,Normal,Long Sanction Delay; High Expenditure; 
WS/MP417/2025-2026/214987,Normal/Others,Bihar,NALANDA,399232.0,399232.0,1.0,0.0,135,1.0,1.0,0.7630226753758276,16.666666666666664,Low Risk,Normal,High Expenditure; 
WS/MP417/2025-2026/214988,Normal/Others,Bihar,NALANDA,400000.0,0.0,0.0,232.0,192,0.0,0.0,0.7644904971303177,16.666666666666664,Low Risk,Normal,Long Sanction Delay; 
WS/MP18415/2025-2026/214989,Repair and Renovation,Uttarakhand,HARDWAR,524000.0,471553.0,0.8999103053435115,296.0,129,1.0,1.0,0.8580071162193266,33.33333333333333,Medium Risk,Normal,Long Duration; Late First Payment; 
WS/MP417/2025-2026/214990,Normal/Others,Bihar,NALANDA,399577.0,399577.0,1.0,48.0,139,1.0,1.0,0.7636820484296024,16.666666666666664,Low Risk,Normal,High Expenditure; 
WS/MP417/2025-2026/214991,Normal/Others,Bihar,NALANDA,299527.0,299527.0,1.0,160.0,59,1.0,1.0,0.5724638628348817,33.33333333333333,Medium Risk,Normal,High Expenditure; Late First Payment; 
WS/MP417/2025-2026/214992,Normal/Others,Bihar,NALANDA,398347.0,398347.0,1.0,206.0,192,1.0,1.0,0.7613312401509267,50.0,High Risk,Rule-Based High Risk,Long Sanction Delay; High Expenditure; Late First Payment; 
WS/MP417/2025-2026/214993,Normal/Others,Bihar,NALANDA,398051.0,398051.0,1.0,80.0,197,1.0,1.0,0.7607655171830503,33.33333333333333,Medium Risk,Normal,Long Sanction Delay; High Expenditure; 
WS/MP417/2026-2027/214995,Normal/Others,Bihar,NALANDA,397775.0,397775.0,1.0,83.0,313,1.0,1.0,0.7602380187400304,33.33333333333333,Medium Risk,Normal,Long Sanction Delay; High Expenditure; 
WS/MP417/2025-2026/215000,Normal/Others,Bihar,NALANDA,150000.0,0.0,0.0,227.0,197,0.0,0.0,0.28668393642386913,16.666666666666664,Low Risk,Normal,Long Sanction Delay; 
WS/MP541/2025-2026/215006,Normal/Others,Assam,NOWGONG,500000.0,500000.0,1.0,370.0,51,3.0,1.0,0.9556131214128972,33.33333333333333,Medium Risk,Normal,Long Duration; High Expenditure; 
WS/MP541/2025-2026/215007,Normal/Others,Assam,NOWGONG,500000.0,375000.0,0.75,363.0,58,2.0,1.0,0.9556131214128972,16.666666666666664,Low Risk,Normal,Long Duration; 
WS/MP18253/2025-2026/215008,Normal/Others,West Bengal,MATHURAPUR(SC),900000.0,0.0,0.0,251.0,174,0.0,0.0,1.7201036185432148,16.666666666666664,Low Risk,Normal,Long Sanction Delay; 
WS/MP18253/2025-2026/215009,Normal/Others,West Bengal,MATHURAPUR(SC),499630.0,499630.0,1.0,266.0,118,1.0,1.0,0.9549059677030516,50.0,High Risk,Rule-Based High Risk,Long Duration; High Expenditure; Late First Payment; 
WS/MP18253/2025-2026/215010,Normal/Others,West Bengal,MATHURAPUR(SC),1000000.0,0.0,0.0,266.0,159,0.0,0.0,1.9112262428257945,33.33333333333333,Medium Risk,Normal,Long Duration; Long Sanction Delay; 
WS/MP18253/2025-2026/215011,Normal/Others,West Bengal,MATHURAPUR(SC),600000.0,580907.0,0.9681783333333334,307.0,118,1.0,1.0,1.1467357456954765,50.0,High Risk,Rule-Based High Risk,Long Duration; High Expenditure; Late First Payment; 
WS/MP18253/2025-2026/215012,Normal/Others,West Bengal,MATHURAPUR(SC),491847.0,491847.0,1.0,300.0,118,1.0,1.0,0.9400308938551385,50.0,High Risk,Rule-Based High Risk,Long Duration; High Expenditure; Late First Payment; 
WS/MP18253/2025-2026/215013,Normal/Others,West Bengal,MATHURAPUR(SC),500000.0,0.0,0.0,266.0,159,0.0,0.0,0.9556131214128972,33.33333333333333,Medium Risk,Normal,Long Duration; Long Sanction Delay; 
WS/MP18253/2025-2026/215014,Normal/Others,West Bengal,MATHURAPUR(SC),799834.0,799834.0,1.0,266.0,118,1.0,1.0,1.5286637307043265,33.33333333333333,Medium Risk,Normal,Long Duration; High Expenditure; 
WS/MP18253/2025-2026/215015,Normal/Others,West Bengal,MATHURAPUR(SC),700000.0,0.0,0.0,203.0,222,0.0,0.0,1.337858369978056,16.666666666666664,Low Risk,Normal,Long Sanction Delay; 
WS/MP18253/2025-2026/215016,Normal/Others,West Bengal,MATHURAPUR(SC),1000000.0,0.0,0.0,251.0,174,0.0,0.0,1.9112262428257945,16.666666666666664,Low Risk,Normal,Long Sanction Delay; 
WS/MP541/2025-2026/215017,Normal/Others,Assam,NOWGONG,300000.0,300000.0,1.0,377.0,44,3.0,1.0,0.5733678728477383,33.33333333333333,Medium Risk,Normal,Long Duration; High Expenditure; 
WS/MP541/2025-2026/215020,Normal/Others,Assam,NOWGONG,300000.0,300000.0,1.0,370.0,51,3.0,1.0,0.5733678728477383,33.33333333333333,Medium Risk,Normal,Long Duration; High Expenditure; 
WS/MP417/2025-2026/215023,Normal/Others,Bihar,NALANDA,392125.0,392125.0,1.0,44.0,59,1.0,1.0,0.7494395904680646,16.666666666666664,Low Risk,Normal,High Expenditure; 
WS/MP417/2025-2026/215024,Normal/Others,Bihar,NALANDA,399520.0,399520.0,1.0,85.0,135,1.0,1.0,0.7635731085337614,16.666666666666664,Low Risk,Normal,High Expenditure; 
WS/MP541/2025-2026/215025,Normal/Others,Assam,NOWGONG,1000000.0,1000000.0,1.0,388.0,33,3.0,1.0,1.9112262428257945,33.33333333333333,Medium Risk,Normal,Long Duration; High Expenditure; 
WS/MP417/2025-2026/215026,Normal/Others,Bihar,NALANDA,399367.0,399367.0,1.0,45.0,232,1.0,1.0,0.7632806909186091,33.33333333333333,Medium Risk,Normal,Long Sanction Delay; High Expenditure; 
WS/MP417/2026-2027/215027,Normal/Others,Bihar,NALANDA,300000.0,0.0,0.0,42.0,382,0.0,0.0,0.5733678728477383,16.666666666666664,Low Risk,Normal,Long Sanction Delay; 
WS/MP417/2025-2026/215028,Normal/Others,Bihar,NALANDA,495000.0,495000.0,1.0,135.0,59,1.0,1.0,0.9460569901987682,33.33333333333333,Medium Risk,Normal,High Expenditure; Late First Payment; 
WS/MP417/2025-2026/215029,Normal/Others,Bihar,NALANDA,297000.0,297000.0,1.0,107.0,139,1.0,1.0,0.567634194119261,33.33333333333333,Medium Risk,Normal,High Expenditure; Late First Payment; 
WS/MP417/2025-2026/215030,Normal/Others,Bihar,NALANDA,146931.0,146931.0,1.0,336.0,59,1.0,1.0,0.2808183830846368,50.0,High Risk,Rule-Based High Risk,Long Duration; High Expenditure; Late First Payment; 
WS/MP417/2025-2026/215032,Normal/Others,Bihar,NALANDA,300000.0,296919.0,0.98973,192.0,232,1.0,1.0,0.5733678728477383,50.0,High Risk,Rule-Based High Risk,Long Sanction Delay; High Expenditure; Late First Payment; 
WS/MP18415/2025-2026/215033,Normal/Others,Uttarakhand,HARDWAR,415360.0,415360.0,1.0,127.0,60,1.0,1.0,0.7938469322201219,33.33333333333333,Medium Risk,Normal,High Expenditure; Late First Payment; 
WS/MP417/2025-2026/215038,Normal/Others,Bihar,NALANDA,396000.0,396000.0,1.0,3.0,139,1.0,1.0,0.7568455921590146,16.666666666666664,Low Risk,Normal,High Expenditure; 
WS/MP417/2025-2026/215039,Normal/Others,Bihar,NALANDA,432750.0,432750.0,1.0,149.0,139,1.0,1.0,0.8270831565828625,33.33333333333333,Medium Risk,Normal,High Expenditure; Late First Payment; 
WS/MP417/2025-2026/215040,Normal/Others,Bihar,NALANDA,794989.0,794989.0,1.0,120.0,60,1.0,1.0,1.5194038395578353,33.33333333333333,Medium Risk,Normal,High Expenditure; Late First Payment; 
WS/MP18415/2025-2026/215041,Normal/Others,Uttarakhand,HARDWAR,785724.0,781796.0,0.9950007890811532,135.0,51,1.0,1.0,1.5016963284180544,16.666666666666664,Low Risk,Normal,High Expenditure; 
WS/MP417/2025-2026/215042,Normal/Others,Bihar,NALANDA,399143.0,399143.0,1.0,164.0,145,1.0,1.0,0.7628525762402161,50.0,High Risk,Rule-Based High Risk,Long Sanction Delay; High Expenditure; Late First Payment; 
WS/MP417/2025-2026/215043,Normal/Others,Bihar,NALANDA,198389.0,198389.0,1.0,116.0,145,1.0,1.0,0.3791662630879665,50.0,High Risk,Rule-Based High Risk,Long Sanction Delay; High Expenditure; Late First Payment; 
WS/MP417/2025-2026/215046,Normal/Others,Bihar,NALANDA,199419.0,199419.0,1.0,102.0,145,1.0,1.0,0.3811348261180771,50.0,High Risk,Rule-Based High Risk,Long Sanction Delay; High Expenditure; Late First Payment; 
WS/MP417/2025-2026/215048,Normal/Others,Bihar,NALANDA,385688.0,385688.0,1.0,83.0,60,1.0,1.0,0.737137027142995,16.666666666666664,Low Risk,Normal,High Expenditure; 
WS/MP417/2025-2026/215049,Normal/Others,Bihar,NALANDA,394279.0,394279.0,1.0,116.0,60,1.0,1.0,0.7535563717951114,33.33333333333333,Medium Risk,Normal,High Expenditure; Late First Payment; 
WS/MP18104/2025-2026/215051,Normal/Others,Madhya Pradesh,HOSHANGABAD,500000.0,300000.0,0.6,244.0,159,1.0,1.0,0.9556131214128972,33.33333333333333,Medium Risk,Normal,Long Sanction Delay; Late First Payment; 
WS/MP18104/2025-2026/215063,Normal/Others,Madhya Pradesh,HOSHANGABAD,100000.0,0.0,0.0,247.0,117,0.0,0.0,0.19112262428257942,0.0,Low Risk,Normal,
WS/MP18324/2025-2026/215065,Normal/Others,Gujarat,AMRELI,300000.0,300000.0,1.0,127.0,59,1.0,1.0,0.5733678728477383,33.33333333333333,Medium Risk,Normal,High Expenditure; Late First Payment; 
WS/MP541/2025-2026/215067,Normal/Others,Assam,NOWGONG,1000000.0,1000000.0,1.0,352.0,69,3.0,1.0,1.9112262428257945,33.33333333333333,Medium Risk,Normal,Long Duration; High Expenditure; 
WS/MP541/2025-2026/215068,Normal/Others,Assam,NOWGONG,500000.0,500000.0,1.0,304.0,117,3.0,1.0,0.9556131214128972,33.33333333333333,Medium Risk,Normal,Long Duration; High Expenditure; 
WS/MP541/2025-2026/215069,Normal/Others,Assam,NOWGONG,1000000.0,1000000.0,1.0,387.0,34,3.0,1.0,1.9112262428257945,33.33333333333333,Medium Risk,Normal,Long Duration; High Expenditure; 
WS/MP541/2025-2026/215070,Normal/Others,Assam,NOWGONG,1000000.0,1000000.0,1.0,295.0,126,3.0,1.0,1.9112262428257945,33.33333333333333,Medium Risk,Normal,Long Duration; High Expenditure; 
WS/MP18066/2025-2026/215074,Normal/Others,Haryana,SIRSA(SC),175000.0,175000.0,1.0,210.0,16,1.0,1.0,0.334464592494514,33.33333333333333,Medium Risk,Normal,High Expenditure; Late First Payment; 
WS/MP18066/2025-2026/215077,Normal/Others,Haryana,SIRSA(SC),175000.0,175000.0,1.0,210.0,16,1.0,1.0,0.334464592494514,33.33333333333333,Medium Risk,Normal,High Expenditure; Late First Payment; 
WS/MP18324/2025-2026/215079,Normal/Others,Gujarat,AMRELI,400000.0,400000.0,1.0,118.0,77,1.0,1.0,0.7644904971303177,33.33333333333333,Medium Risk,Normal,High Expenditure; Late First Payment; 
WS/MP18066/2025-2026/215080,Normal/Others,Haryana,SIRSA(SC),175000.0,175000.0,1.0,210.0,8,1.0,1.0,0.334464592494514,33.33333333333333,Medium Risk,Normal,High Expenditure; Late First Payment; 
WS/MP672/2026-2027/215081,Normal/Others,Maharashtra,NAGPUR,2000000.0,1203802.0,0.601901,0.0,313,1.0,1.0,3.822452485651589,33.33333333333333,Medium Risk,AI Anomaly,High Cost; Long Sanction Delay; 
WS/MP728/2025-2026/215082,Normal/Others,Rajasthan,CHURU,1330000.0,1320917.0,0.9931706766917293,405.0,20,1.0,1.0,2.5419309029583066,66.66666666666666,High Risk,Rule-Based High Risk,High Cost; Long Duration; High Expenditure; Late First Payment; 
WS/MP18404/2025-2026/215085,Normal/Others,Uttar Pradesh,NAGINA(SC),106850.0,106850.0,1.0,108.0,57,2.0,1.0,0.20421452404593612,33.33333333333333,Medium Risk,Normal,High Expenditure; Late First Payment; 
WS/MP18404/2025-2026/215086,Normal/Others,Uttar Pradesh,NAGINA(SC),106850.0,106850.0,1.0,108.0,57,2.0,1.0,0.20421452404593612,33.33333333333333,Medium Risk,Normal,High Expenditure; Late First Payment; 
WS/MP18404/2025-2026/215087,Normal/Others,Uttar Pradesh,NAGINA(SC),106850.0,106850.0,1.0,108.0,57,2.0,1.0,0.20421452404593612,16.666666666666664,Low Risk,Normal,High Expenditure; 
WS/MP18404/2025-2026/215088,Normal/Others,Uttar Pradesh,NAGINA(SC),106850.0,106850.0,1.0,108.0,57,2.0,1.0,0.20421452404593612,33.33333333333333,Medium Risk,Normal,High Expenditure; Late First Payment; 
WS/MP18404/2025-2026/215089,Normal/Others,Uttar Pradesh,NAGINA(SC),106850.0,106850.0,1.0,108.0,57,2.0,1.0,0.20421452404593612,33.33333333333333,Medium Risk,Normal,High Expenditure; Late First Payment; 
WS/MP18404/2025-2026/215090,Normal/Others,Uttar Pradesh,NAGINA(SC),106850.0,106850.0,1.0,108.0,57,2.0,1.0,0.20421452404593612,33.33333333333333,Medium Risk,Normal,High Expenditure; Late First Payment; 
WS/MP18404/2025-2026/215091,Normal/Others,Uttar Pradesh,NAGINA(SC),106850.0,106850.0,1.0,108.0,57,2.0,1.0,0.20421452404593612,33.33333333333333,Medium Risk,Normal,High Expenditure; Late First Payment; 
WS/MP18404/2025-2026/215092,Normal/Others,Uttar Pradesh,NAGINA(SC),106850.0,106850.0,1.0,108.0,57,2.0,1.0,0.20421452404593612,33.33333333333333,Medium Risk,Normal,High Expenditure; Late First Payment; 
WS/MP18404/2025-2026/215093,Normal/Others,Uttar Pradesh,NAGINA(SC),106850.0,106850.0,1.0,108.0,57,2.0,1.0,0.20421452404593612,33.33333333333333,Medium Risk,Normal,High Expenditure; Late First Payment; 
WS/MP18404/2025-2026/215094,Normal/Others,Uttar Pradesh,NAGINA(SC),106850.0,106850.0,1.0,108.0,57,2.0,1.0,0.20421452404593612,33.33333333333333,Medium Risk,Normal,High Expenditure; Late First Payment; 
WS/MP18404/2025-2026/215095,Normal/Others,Uttar Pradesh,NAGINA(SC),106850.0,106850.0,1.0,108.0,57,2.0,1.0,0.20421452404593612,33.33333333333333,Medium Risk,Normal,High Expenditure; Late First Payment; 
WS/MP18404/2025-2026/215096,Normal/Others,Uttar Pradesh,NAGINA(SC),106850.0,106850.0,1.0,108.0,57,2.0,1.0,0.20421452404593612,33.33333333333333,Medium Risk,Normal,High Expenditure; Late First Payment; 
WS/MP18404/2025-2026/215097,Normal/Others,Uttar Pradesh,NAGINA(SC),106850.0,106850.0,1.0,108.0,57,2.0,1.0,0.20421452404593612,33.33333333333333,Medium Risk,Normal,High Expenditure; Late First Payment; 
WS/MP18404/2025-2026/215098,Normal/Others,Uttar Pradesh,NAGINA(SC),106850.0,106850.0,1.0,108.0,57,2.0,1.0,0.20421452404593612,33.33333333333333,Medium Risk,Normal,High Expenditure; Late First Payment; 
WS/MP18404/2025-2026/215099,Normal/Others,Uttar Pradesh,NAGINA(SC),106850.0,106850.0,1.0,108.0,57,2.0,1.0,0.20421452404593612,33.33333333333333,Medium Risk,Normal,High Expenditure; Late First Payment; 
WS/MP18404/2025-2026/215100,Normal/Others,Uttar Pradesh,NAGINA(SC),106850.0,106850.0,1.0,108.0,57,2.0,1.0,0.20421452404593612,33.33333333333333,Medium Risk,Normal,High Expenditure; Late First Payment; 
WS/MP18404/2025-2026/215101,Normal/Others,Uttar Pradesh,NAGINA(SC),106850.0,106850.0,1.0,108.0,57,2.0,1.0,0.20421452404593612,33.33333333333333,Medium Risk,Normal,High Expenditure; Late First Payment; 
WS/MP18404/2025-2026/215102,Normal/Others,Uttar Pradesh,NAGINA(SC),106850.0,106850.0,1.0,108.0,57,2.0,1.0,0.20421452404593612,33.33333333333333,Medium Risk,Normal,High Expenditure; Late First Payment; 
WS/MP18404/2025-2026/215103,Normal/Others,Uttar Pradesh,NAGINA(SC),106850.0,106850.0,1.0,108.0,57,2.0,1.0,0.20421452404593612,33.33333333333333,Medium Risk,Normal,High Expenditure; Late First Payment; 
WS/MP18404/2025-2026/215104,Normal/Others,Uttar Pradesh,NAGINA(SC),106850.0,106850.0,1.0,108.0,57,2.0,1.0,0.20421452404593612,33.33333333333333,Medium Risk,Normal,High Expenditure; Late First Payment; 
WS/MP18404/2025-2026/215105,Normal/Others,Uttar Pradesh,NAGINA(SC),106850.0,106850.0,1.0,108.0,57,2.0,1.0,0.20421452404593612,33.33333333333333,Medium Risk,Normal,High Expenditure; Late First Payment; 
WS/MP18404/2025-2026/215106,Normal/Others,Uttar Pradesh,NAGINA(SC),106850.0,106850.0,1.0,108.0,57,2.0,1.0,0.20421452404593612,33.33333333333333,Medium Risk,Normal,High Expenditure; Late First Payment; 
WS/MP18404/2025-2026/215107,Normal/Others,Uttar Pradesh,NAGINA(SC),106850.0,106850.0,1.0,108.0,57,2.0,1.0,0.20421452404593612,33.33333333333333,Medium Risk,Normal,High Expenditure; Late First Payment; 
WS/MP18404/2025-2026/215108,Normal/Others,Uttar Pradesh,NAGINA(SC),106850.0,106850.0,1.0,108.0,57,2.0,1.0,0.20421452404593612,33.33333333333333,Medium Risk,Normal,High Expenditure; Late First Payment; 
WS/MP18404/2025-2026/215109,Normal/Others,Uttar Pradesh,NAGINA(SC),106850.0,106850.0,1.0,108.0,57,2.0,1.0,0.20421452404593612,33.33333333333333,Medium Risk,Normal,High Expenditure; Late First Payment; 
WS/MP18404/2025-2026/215110,Normal/Others,Uttar Pradesh,NAGINA(SC),106850.0,106850.0,1.0,108.0,57,2.0,1.0,0.20421452404593612,33.33333333333333,Medium Risk,Normal,High Expenditure; Late First Payment; 
WS/MP18404/2025-2026/215111,Normal/Others,Uttar Pradesh,NAGINA(SC),106850.0,106850.0,1.0,108.0,57,2.0,1.0,0.20421452404593612,33.33333333333333,Medium Risk,Normal,High Expenditure; Late First Payment; 
WS/MP18404/2025-2026/215112,Normal/Others,Uttar Pradesh,NAGINA(SC),106850.0,106850.0,1.0,108.0,57,2.0,1.0,0.20421452404593612,33.33333333333333,Medium Risk,Normal,High Expenditure; Late First Payment; 
WS/MP18404/2025-2026/215113,Normal/Others,Uttar Pradesh,NAGINA(SC),106850.0,106850.0,1.0,108.0,57,2.0,1.0,0.20421452404593612,33.33333333333333,Medium Risk,Normal,High Expenditure; Late First Payment; 
WS/MP18404/2025-2026/215114,Normal/Others,Uttar Pradesh,NAGINA(SC),106850.0,106850.0,1.0,108.0,57,2.0,1.0,0.20421452404593612,33.33333333333333,Medium Risk,Normal,High Expenditure; Late First Payment; 
WS/MP18404/2025-2026/215115,Normal/Others,Uttar Pradesh,NAGINA(SC),106850.0,106850.0,1.0,108.0,57,2.0,1.0,0.20421452404593612,16.666666666666664,Low Risk,Normal,High Expenditure; 
WS/MP18404/2025-2026/215116,Normal/Others,Uttar Pradesh,NAGINA(SC),106850.0,106850.0,1.0,108.0,57,2.0,1.0,0.20421452404593612,33.33333333333333,Medium Risk,Normal,High Expenditure; Late First Payment; 
WS/MP18404/2025-2026/215117,Normal/Others,Uttar Pradesh,NAGINA(SC),106850.0,106850.0,1.0,108.0,57,2.0,1.0,0.20421452404593612,33.33333333333333,Medium Risk,Normal,High Expenditure; Late First Payment; 
WS/MP18404/2025-2026/215118,Normal/Others,Uttar Pradesh,NAGINA(SC),106850.0,106850.0,1.0,108.0,57,2.0,1.0,0.20421452404593612,33.33333333333333,Medium Risk,Normal,High Expenditure; Late First Payment; 
WS/MP672/2026-2027/215119,Normal/Others,Maharashtra,NAGPUR,2000000.0,0.0,0.0,43.0,382,0.0,0.0,3.822452485651589,33.33333333333333,Medium Risk,Normal,High Cost; Long Sanction Delay; 
WS/MP18324/2025-2026/215120,Normal/Others,Gujarat,AMRELI,350000.0,350000.0,1.0,54.0,44,1.0,1.0,0.668929184989028,16.666666666666664,Low Risk,Normal,High Expenditure; 
WS/MP728/2025-2026/215121,Normal/Others,Rajasthan,CHURU,1000000.0,0.0,0.0,392.0,33,0.0,0.0,1.9112262428257945,16.666666666666664,Low Risk,Normal,Long Duration; 
WS/MP728/2025-2026/215123,Normal/Others,Rajasthan,CHURU,850000.0,850000.0,1.0,176.0,39,1.0,1.0,1.624542306401925,33.33333333333333,Medium Risk,Normal,High Expenditure; Late First Payment; 
WS/MP18066/2025-2026/215124,Normal/Others,Haryana,SIRSA(SC),175000.0,173500.0,0.9914285714285714,218.0,193,1.0,1.0,0.334464592494514,50.0,High Risk,Rule-Based High Risk,Long Sanction Delay; High Expenditure; Late First Payment; 
WS/MP728/2025-2026/215126,Normal/Others,Rajasthan,CHURU,1500000.0,239476.0,0.15965066666666666,378.0,47,1.0,1.0,2.8668393642386913,50.0,High Risk,Priority Alert,High Cost; Long Duration; Late First Payment; 
WS/MP18066/2025-2026/215127,Normal/Others,Haryana,SIRSA(SC),420700.0,0.0,0.0,363.0,48,0.0,0.0,0.8040528803568117,16.666666666666664,Low Risk,Normal,Long Duration; 
WS/MP672/2026-2027/215131,Normal/Others,Maharashtra,NAGPUR,2500000.0,1374996.0,0.5499984,70.0,355,1.0,1.0,4.778065607064486,33.33333333333333,Medium Risk,AI Anomaly,High Cost; Long Sanction Delay; 
WS/MP672/2026-2027/215132,Normal/Others,Maharashtra,NAGPUR,2500000.0,1374299.0,0.5497196,43.0,382,1.0,1.0,4.778065607064486,33.33333333333333,Medium Risk,AI Anomaly,High Cost; Long Sanction Delay; 
WS/MP672/2026-2027/215133,Normal/Others,Maharashtra,NAGPUR,2500000.0,1368261.0,0.5473044,43.0,382,1.0,1.0,4.778065607064486,33.33333333333333,Medium Risk,AI Anomaly,High Cost; Long Sanction Delay; 
WS/MP728/2025-2026/215134,Normal/Others,Rajasthan,CHURU,265023.0,265023.0,1.0,329.0,96,1.0,1.0,0.5065189125524205,33.33333333333333,Medium Risk,Normal,Long Duration; High Expenditure; 
WS/MP728/2025-2026/215135,Normal/Others,Rajasthan,CHURU,1551713.0,1196478.0,0.7710691345628992,230.0,195,1.0,1.0,2.9656746069339417,33.33333333333333,Medium Risk,Normal,High Cost; Long Sanction Delay; 
WS/MP728/2025-2026/215136,Normal/Others,Rajasthan,CHURU,1079951.0,1079650.0,0.9997212836508323,405.0,20,1.0,1.0,2.0640306921659595,66.66666666666666,High Risk,Rule-Based High Risk,High Cost; Long Duration; High Expenditure; Late First Payment; 
WS/MP18177/2025-2026/215138,Normal/Others,Tamil Nadu,ERODE,1950000.0,1950000.0,1.0,32.0,101,1.0,1.0,3.7268911735102987,33.33333333333333,Medium Risk,Normal,High Cost; High Expenditure; 
WS/MP18069/2025-2026/215139,Normal/Others,Himachal Pradesh,KANGRA,250000.0,250000.0,1.0,106.0,40,2.0,1.0,0.4778065607064486,16.666666666666664,Low Risk,Normal,High Expenditure; 
WS/MP18069/2025-2026/215141,Normal/Others,Himachal Pradesh,KANGRA,250000.0,250000.0,1.0,64.0,40,2.0,1.0,0.4778065607064486,16.666666666666664,Low Risk,Normal,High Expenditure; 
WS/MP18069/2025-2026/215142,Normal/Others,Himachal Pradesh,KANGRA,250000.0,250000.0,1.0,64.0,40,2.0,1.0,0.4778065607064486,16.666666666666664,Low Risk,Normal,High Expenditure; 
WS/MP18069/2025-2026/215144,Normal/Others,Himachal Pradesh,KANGRA,250000.0,250000.0,1.0,189.0,40,2.0,1.0,0.4778065607064486,16.666666666666664,Low Risk,Normal,High Expenditure; 
WS/MP18069/2025-2026/215145,Normal/Others,Himachal Pradesh,KANGRA,300000.0,300000.0,1.0,385.0,40,2.0,1.0,0.5733678728477383,33.33333333333333,Medium Risk,Normal,Long Duration; High Expenditure; 
WS/MP18069/2026-2027/215146,Normal/Others,Himachal Pradesh,KANGRA,330820.0,0.0,0.0,57.0,368,0.0,0.0,0.6322718656516293,16.666666666666664,Low Risk,Normal,Long Sanction Delay; 
WS/MP18069/2026-2027/215147,Normal/Others,Himachal Pradesh,KANGRA,330820.0,0.0,0.0,57.0,368,0.0,0.0,0.6322718656516293,16.666666666666664,Low Risk,Normal,Long Sanction Delay; 
WS/MP549/2025-2026/215151,Normal/Others,Bihar,BANKA,1334000.0,1334000.0,1.0,1.0,1,1.0,1.0,2.54957580792961,33.33333333333333,Medium Risk,Normal,High Cost; High Expenditure; 
WS/MP549/2025-2026/215152,Normal/Others,Bihar,BANKA,1334000.0,1334000.0,1.0,1.0,1,1.0,1.0,2.54957580792961,33.33333333333333,Medium Risk,Normal,High Cost; High Expenditure; 
WS/MP549/2025-2026/215153,Normal/Others,Bihar,BANKA,1334000.0,1334000.0,1.0,1.0,1,1.0,1.0,2.54957580792961,33.33333333333333,Medium Risk,Normal,High Cost; High Expenditure; 
WS/MP18069/2025-2026/215154,Normal/Others,Himachal Pradesh,KANGRA,250000.0,249976.0,0.999904,203.0,40,2.0,1.0,0.4778065607064486,33.33333333333333,Medium Risk,Normal,High Expenditure; Late First Payment; 
WS/MP672/2026-2027/215157,Normal/Others,Maharashtra,NAGPUR,500000.0,393118.0,0.786236,97.0,328,1.0,1.0,0.9556131214128972,16.666666666666664,Low Risk,Normal,Long Sanction Delay; 
WS/MP672/2026-2027/215164,Normal/Others,Maharashtra,NAGPUR,1000000.0,775097.0,0.775097,97.0,328,1.0,1.0,1.9112262428257945,16.666666666666664,Low Risk,Normal,Long Sanction Delay; 
WS/MP18211/2025-2026/215166,Normal/Others,Uttar Pradesh,DEORIA,1464026.0,1464026.0,1.0,253.0,125,2.0,1.0,2.7980849113792763,50.0,High Risk,Rule-Based High Risk,High Cost; High Expenditure; Late First Payment; 
WS/MP18211/2025-2026/215167,Normal/Others,Uttar Pradesh,DEORIA,1210000.0,1207264.0,0.9977388429752067,300.0,125,2.0,1.0,2.312583753819211,66.66666666666666,High Risk,Rule-Based High Risk,High Cost; Long Duration; High Expenditure; Late First Payment; 
